"year";"orgnr";"var";"denominator";"ind_id"
2014;974795833;44;49;"hoftebrudd_dekgrad_prim_ost"
2014;974795833;3;3;"hoftebrudd_dekgrad_prim_total"
2015;974795833;20;21;"hoftebrudd_dekgrad_prim_hemi"
2015;974795833;33;42;"hoftebrudd_dekgrad_prim_ost"
2015;974795833;2;2;"hoftebrudd_dekgrad_prim_total"
2016;974795833;21;22;"hoftebrudd_dekgrad_prim_hemi"
2016;974795833;31;31;"hoftebrudd_dekgrad_prim_ost"
2016;974795833;3;3;"hoftebrudd_dekgrad_prim_total"
2017;974795833;17;17;"hoftebrudd_dekgrad_prim_hemi"
2017;974795833;38;46;"hoftebrudd_dekgrad_prim_ost"
2017;974795833;3;4;"hoftebrudd_dekgrad_prim_total"
2018;974795833;16;20;"hoftebrudd_dekgrad_prim_hemi"
2018;974795833;58;68;"hoftebrudd_dekgrad_prim_ost"
2018;974795833;2;5;"hoftebrudd_dekgrad_prim_total"
2008;974795930;11;12;"hoftebrudd_dekgrad_prim_hemi"
2008;974795930;1;12;"hoftebrudd_dekgrad_prim_ost"
2009;974795930;13;14;"hoftebrudd_dekgrad_prim_hemi"
2009;974795930;21;28;"hoftebrudd_dekgrad_prim_ost"
2010;974795930;7;8;"hoftebrudd_dekgrad_prim_hemi"
2010;974795930;15;21;"hoftebrudd_dekgrad_prim_ost"
2011;974795930;11;13;"hoftebrudd_dekgrad_prim_hemi"
2011;974795930;16;21;"hoftebrudd_dekgrad_prim_ost"
2012;974795930;11;11;"hoftebrudd_dekgrad_prim_hemi"
2012;974795930;14;24;"hoftebrudd_dekgrad_prim_ost"
2013;974795930;7;9;"hoftebrudd_dekgrad_prim_hemi"
2013;974795930;11;25;"hoftebrudd_dekgrad_prim_ost"
2013;974795930;3;4;"hoftebrudd_dekgrad_prim_total"
2014;974795930;11;14;"hoftebrudd_dekgrad_prim_hemi"
2014;974795930;9;23;"hoftebrudd_dekgrad_prim_ost"
2014;974795930;3;4;"hoftebrudd_dekgrad_prim_total"
2015;974795930;13;17;"hoftebrudd_dekgrad_prim_hemi"
2015;974795930;14;37;"hoftebrudd_dekgrad_prim_ost"
2015;974795930;1;1;"hoftebrudd_dekgrad_prim_total"
2016;974795930;8;10;"hoftebrudd_dekgrad_prim_hemi"
2016;974795930;9;20;"hoftebrudd_dekgrad_prim_ost"
2016;974795930;2;2;"hoftebrudd_dekgrad_prim_total"
2017;974795930;13;13;"hoftebrudd_dekgrad_prim_hemi"
2017;974795930;14;33;"hoftebrudd_dekgrad_prim_ost"
2017;974795930;1;3;"hoftebrudd_dekgrad_prim_total"
2018;974795930;5;8;"hoftebrudd_dekgrad_prim_hemi"
2018;974795930;6;29;"hoftebrudd_dekgrad_prim_ost"
2008;974798379;6;8;"hoftebrudd_dekgrad_prim_hemi"
2008;974798379;1;19;"hoftebrudd_dekgrad_prim_ost"
2009;974798379;7;8;"hoftebrudd_dekgrad_prim_hemi"
2009;974798379;8;19;"hoftebrudd_dekgrad_prim_ost"
2010;974798379;10;10;"hoftebrudd_dekgrad_prim_hemi"
2010;974798379;9;21;"hoftebrudd_dekgrad_prim_ost"
2011;974798379;6;6;"hoftebrudd_dekgrad_prim_hemi"
2011;974798379;27;28;"hoftebrudd_dekgrad_prim_ost"
2012;974798379;9;10;"hoftebrudd_dekgrad_prim_hemi"
2012;974798379;28;31;"hoftebrudd_dekgrad_prim_ost"
2013;974798379;11;11;"hoftebrudd_dekgrad_prim_hemi"
2013;974798379;22;33;"hoftebrudd_dekgrad_prim_ost"
2014;974798379;4;4;"hoftebrudd_dekgrad_prim_hemi"
2014;974798379;12;16;"hoftebrudd_dekgrad_prim_ost"
2008;983971652;7;8;"hoftebrudd_dekgrad_prim_hemi"
2008;983971652;316;355;"hoftebrudd_dekgrad_prim_ost"
2009;983971652;21;24;"hoftebrudd_dekgrad_prim_hemi"
2009;983971652;337;358;"hoftebrudd_dekgrad_prim_ost"
2010;983971652;17;18;"hoftebrudd_dekgrad_prim_hemi"
2010;983971652;301;317;"hoftebrudd_dekgrad_prim_ost"
2011;983971652;4;6;"hoftebrudd_dekgrad_prim_hemi"
2011;983971652;71;75;"hoftebrudd_dekgrad_prim_ost"
2016;983971652;0;1;"hoftebrudd_dekgrad_prim_hemi"
